Date,Open,High,Low,Close,Adj Close,Volume
2017-08-16,247.110001,247.570007,246.449997,246.940002,233.053268,56715500
2017-08-17,246.240005,246.600006,243.089996,243.089996,229.419769,128490400
2017-08-18,242.899994,244.190002,242.199997,242.710007,229.061157,136748000
2017-08-21,242.639999,243.199997,241.830002,242.899994,229.240433,65469700
2017-08-22,243.570007,245.619995,243.550003,245.440002,231.637604,63140100
2017-08-23,244.330002,245.050003,244.160004,244.559998,230.807144,50203800
2017-08-24,245.000000,245.179993,243.750000,243.990005,230.269180,50741700
2017-08-25,244.899994,245.610001,244.389999,244.559998,230.807144,64445900
2017-08-28,245.169998,245.199997,244.089996,244.570007,230.816574,40565600
2017-08-29,243.059998,245.149994,242.929993,244.850006,231.080811,51135700
2017-08-30,244.830002,246.320007,244.619995,246.009995,232.175552,62030800
2017-08-31,246.720001,247.770004,246.050003,247.490005,233.572357,103803900
2017-09-01,247.919998,248.330002,247.669998,247.839996,233.902664,62007000
2017-09-05,247.259995,247.520004,244.949997,246.059998,232.222748,91398800
2017-09-06,246.839996,247.279999,246.229996,246.899994,233.015503,57916900
2017-09-07,247.250000,247.270004,246.399994,246.869995,232.987213,58034700
2017-09-08,246.539993,247.110001,246.300003,246.580002,232.713516,63832800
2017-09-11,248.039993,249.300003,248.020004,249.210007,235.195618,71364800
2017-09-12,249.630005,250.089996,249.419998,250.050003,235.988373,56896000
2017-09-13,249.720001,250.210007,249.589996,250.169998,236.101639,59228000
2017-09-14,249.800003,250.320007,249.600006,250.089996,236.026138,95446300
2017-09-15,248.690002,249.289993,248.570007,249.190002,236.343857,95432400
2017-09-18,249.610001,250.119995,249.279999,249.720001,236.846527,46235200
2017-09-19,250.000000,250.070007,249.600006,249.970001,237.083649,47108100
2017-09-20,250.070007,250.190002,248.919998,250.059998,237.169006,59574100
2017-09-21,249.880005,249.979996,249.190002,249.389999,236.533554,48211400
2017-09-22,249.050003,249.630005,249.020004,249.440002,236.580978,51214000
2017-09-25,249.149994,249.550003,248.080002,248.929993,236.097260,57064400
2017-09-26,249.419998,249.699997,248.809998,249.080002,236.239548,54082000
2017-09-27,249.880005,250.490005,248.869995,250.050003,237.159531,81001400
2017-09-28,249.729996,250.440002,249.630005,250.350006,237.444061,44778800
2017-09-29,250.339996,251.320007,250.130005,251.229996,238.278702,85578000
2017-10-02,251.490005,252.320007,251.289993,252.320007,239.312515,59023000
2017-10-03,252.320007,252.889999,252.229996,252.860001,239.824646,66810200
2017-10-04,252.690002,253.440002,252.559998,253.160004,240.109238,55953600
2017-10-05,253.539993,254.679993,253.199997,254.660004,241.531906,63522800
2017-10-06,254.149994,254.699997,253.850006,254.369995,241.256805,80646000
2017-10-09,254.630005,254.699997,253.649994,253.949997,240.858490,35803100
2017-10-10,254.600006,255.050003,253.979996,254.619995,241.493927,43057400
2017-10-11,254.509995,255.020004,254.320007,255.020004,241.873337,47674300
2017-10-12,254.660004,255.059998,254.369995,254.639999,241.512894,47065100
2017-10-13,255.139999,255.270004,254.639999,254.949997,241.806946,54800400
2017-10-16,255.210007,255.509995,254.820007,255.289993,242.129410,38221700
2017-10-17,255.229996,255.520004,254.979996,255.470001,242.300125,31561000
2017-10-18,255.899994,255.949997,255.500000,255.720001,242.537231,40888300
2017-10-19,254.830002,255.830002,254.350006,255.789993,242.603622,61903800
2017-10-20,256.700012,257.140015,255.770004,257.109985,243.855560,89176400
2017-10-23,257.480011,257.510010,256.019989,256.109985,242.907120,63915300
2017-10-24,256.600006,256.829987,256.149994,256.559998,243.333923,66935900
2017-10-25,256.179993,256.309998,254.000000,255.289993,242.129410,103715300
2017-10-26,255.990005,256.299988,255.479996,255.619995,242.442398,69798000
2017-10-27,256.470001,257.890015,255.630005,257.709991,244.424637,85562500
2017-10-30,256.470001,257.600006,256.410004,256.750000,243.514130,54285700
2017-10-31,257.179993,257.440002,256.809998,257.149994,243.893478,60304800
2017-11-01,258.040009,258.429993,257.070007,257.489990,244.215973,54202700
2017-11-02,257.410004,257.750000,256.190002,257.589996,244.310837,56449500
2017-11-03,257.769989,258.500000,257.299988,258.450012,245.126511,59589700
2017-11-06,258.299988,259.000000,258.220001,258.850006,245.505890,49652600
2017-11-07,258.970001,259.350006,258.089996,258.670013,245.335159,57502200
2017-11-08,258.470001,259.220001,258.149994,259.109985,245.752441,50469600
2017-11-09,257.730011,258.390015,256.359985,258.170013,244.860947,95085500
2017-11-10,257.730011,258.290009,257.369995,258.089996,244.785034,59984700
2017-11-13,257.309998,258.589996,257.269989,258.329987,245.012680,50228600
2017-11-14,257.410004,257.850006,256.519989,257.730011,244.443619,61315200
2017-11-15,256.619995,257.220001,255.630005,256.440002,243.220123,80811500
2017-11-16,257.519989,259.040009,257.470001,258.619995,245.287750,67777000
2017-11-17,258.220001,258.589996,257.769989,257.859985,244.566895,75756800
2017-11-20,258.140015,258.519989,257.859985,258.299988,244.984207,48075500
2017-11-21,259.179993,260.200012,258.260010,259.989990,246.587097,69176800
2017-11-22,260.000000,260.149994,259.570007,259.760010,246.369003,45033400
2017-11-24,260.320007,260.480011,260.160004,260.359985,246.938019,27856500
2017-11-27,260.410004,260.750000,260.000000,260.230011,246.814728,52274900
2017-11-28,260.760010,262.899994,260.649994,262.869995,249.318634,98971700
2017-11-29,263.019989,263.630005,262.200012,262.709991,249.166916,77512100
2017-11-30,263.760010,266.049988,263.670013,265.010010,251.348328,127894400
2017-12-01,264.760010,265.309998,260.760010,264.459991,250.826675,164390900
2017-12-04,266.309998,266.799988,264.079987,264.140015,250.523193,94040600
2017-12-05,263.190002,265.149994,263.040009,263.190002,249.622131,77994500
